,character,gender,power_score,agency_score,dom_score
683,611,he/him/his,0,1,-0.054
684,613,he/him/his,0,-1,0.0
685,1792,they/them/their,0,0,0.0
686,623,he/him/his,0,0,0.0
687,627,she/her,0,0,0.0
688,657,she/her,0,0,0.648
689,681,he/him/his,0,-1,0.0
690,1987,they/them/their,0,0,-0.6
691,2028,he/him/his,-1,-1,-0.09
692,721,he/him/his,0,-1,0.0
693,726,he/him/his,0,0,-0.146
694,738,he/him/his,0,0,-0.0020000000000000018
695,6136,she/her,0,0,0.28200000000000003
696,750,he/him/his,0,-1,0.0
697,2080,they/them/their,0,0,1.04
698,2093,they/them/their,0,0,0.0
699,762,he/him/his,0,0,0.0
700,77,he/him/his,0,0,0.45
701,2143,she/her,1,1,0.034
702,2147,she/her,0,0,0.212
703,770,they/them/their,0,0,0.0
704,6184,she/her,0,0,0.0
705,2215,she/her,0,0,0.472
706,782,he/him/his,-1,0,0.0
707,794,she/her,0,0,0.0
708,6370,they/them/their,0,0,0.45
709,6431,she/her,0,0,-0.176
710,2334,they/them/their,0,0,0.0
711,2343,they/them/their,0,1,0.418
712,2430,he/him/his,0,0,-0.45599999999999996
713,837,they/them/their,0,0,0.142
714,2491,they/them/their,0,0,-0.034
715,6560,they/them/their,0,0,0.0
716,6570,they/them/their,0,0,0.0
717,6585,he/him/his,0,0,0.0
718,6640,he/him/his,0,0,0.776
719,222,he/him/his,1,1,0.592
720,2580,they/them/their,-1,0,-0.592
721,2596,he/him/his,0,0,-0.288
722,6701,he/him/his,0,0,-0.09999999999999998
723,6711,they/them/their,0,0,0.152
724,2741,he/him/his,0,1,0.056
725,6866,she/her,1,1,-0.17
726,6983,they/them/their,0,0,0.264
727,6993,they/them/their,0,0,0.0
728,7003,they/them/their,0,0,0.0
729,7009,they/them/their,0,0,0.0
730,7036,he/him/his,0,0,1.034
731,2802,they/them/their,0,0,0.0
732,927,they/them/their,-1,0,0.0
733,7096,they/them/their,0,-1,0.0
734,7127,they/them/their,0,0,-0.034
735,2952,he/him/his,2,-2,0.0
736,7269,she/her,0,0,0.0
737,952,he/him/his,0,0,0.36
738,2977,they/them/their,0,-1,0.43600000000000005
739,7296,they/them/their,0,0,0.0
740,958,he/him/his,0,0,0.016
741,7311,he/him/his,0,0,-0.328
742,966,he/him/his,0,0,-0.086
743,3081,they/them/their,0,1,-0.034
744,3102,she/her,0,0,-0.138
745,3169,she/her,0,0,0.016
746,7489,they/them/their,0,0,-0.17
747,7594,she/her,1,1,1.3439999999999999
748,3289,she/her,0,0,0.226
749,7688,they/them/their,1,1,0.0
750,7723,they/them/their,1,1,0.784
751,3447,he/him/his,0,0,0.26
752,3499,they/them/their,0,0,-0.236
753,2641,they/them/their,0,0,0.30000000000000004
754,1051,he/him/his,0,0,0.17
755,3760,they/them/their,0,0,-0.004
756,7930,they/them/their,0,-2,0.346
757,1103,he/him/his,0,0,1.088
758,1138,they/them/their,0,0,0.0
759,8069,he/him/his,0,0,-0.126
760,322,he/him/his,0,0,0.188
761,3971,he/him/his,0,0,0.172
762,8149,they/them/their,0,0,0.0
763,1164,he/him/his,0,0,0.0
764,4075,he/him/his,0,0,0.5
765,8259,he/him/his,1,1,0.614
766,4111,they/them/their,0,0,0.0
767,4218,they/them/their,0,0,0.0
768,8367,they/them/their,1,1,0.0
769,1209,she/her,0,0,0.0
770,4437,they/them/their,1,1,-0.224
771,4519,they/them/their,0,1,0.0
772,4527,she/her,0,0,0.288
773,4544,she/her,0,0,0.042
774,8499,they/them/their,0,1,0.0
775,4570,he/him/his,-2,0,0.0
776,8509,he/him/his,0,0,0.438
777,1250,he/him/his,0,0,0.0
778,4657,he/him/his,0,0,0.128
779,1258,he/him/his,1,0,-0.244
780,4667,they/them/their,1,3,-0.16
781,4696,he/him/his,0,0,-0.13
782,430,she/her,0,0,0.812
783,8708,they/them/their,0,0,0.9279999999999999
784,8721,they/them/their,0,0,0.0
785,8735,they/them/their,0,0,0.752
786,1291,she/her,0,0,0.12
787,1351,she/her,0,0,-0.236
788,465,they/them/their,0,0,0.0
789,5,they/them/their,0,0,0.0
790,4994,they/them/their,1,1,0.072
791,479,he/him/his,0,0,-0.056
792,5092,they/them/their,0,0,0.0
793,5098,he/him/his,-1,-1,0.056
794,1523,she/her,0,0,-0.41
795,1572,they/them/their,0,0,-0.236
796,5207,he/him/his,0,0,-0.632
797,5232,they/them/their,0,0,0.352
798,1603,she/her,0,0,0.756
799,5363,they/them/their,0,0,0.0
800,5397,they/them/their,1,1,0.0
801,5413,she/her,0,0,-0.136
802,558,he/him/his,1,-1,0.0
803,571,she/her,0,0,0.0
804,581,she/her,0,0,0.092
805,5575,he/him/his,0,0,-0.13200000000000003
806,5582,they/them/their,1,1,1.396
807,5608,they/them/their,-1,0,0.094
808,1700,he/him/his,3,-2,0.0
809,606,they/them/their,0,0,0.0
810,609,he/him/his,0,0,0.0
811,5734,they/them/their,0,0,0.852
812,1766,they/them/their,0,0,0.0
813,626,she/her,1,1,0.142
814,630,she/her,0,0,0.016
815,5794,they/them/their,0,0,-0.716
816,632,she/her,0,0,0.0
817,638,they/them/their,1,1,0.0
818,640,he/him/his,0,0,1.53
819,643,he/him/his,-1,0,0.41
820,650,she/her,0,0,0.0
821,1947,he/him/his,0,0,0.08000000000000002
822,661,she/her,0,0,0.0
823,5928,they/them/their,0,0,0.0
824,671,he/him/his,0,1,0.0
825,676,she/her,0,0,0.0
826,6028,they/them/their,0,0,0.962
827,2002,she/her,0,0,-0.8839999999999999
828,690,he/him/his,0,0,0.294
829,2007,they/them/their,0,0,0.0
830,2008,he/him/his,1,1,0.0
831,2029,she/her,0,0,-0.056
832,695,he/him/his,0,0,0.0
833,2031,they/them/their,0,0,0.0
834,707,he/him/his,0,0,0.0
835,717,he/him/his,0,-1,0.0
836,729,he/him/his,0,-1,0.0
837,6110,they/them/their,0,0,0.0
838,6120,they/them/their,0,0,0.34
839,753,she/her,0,0,0.0
840,768,he/him/his,0,0,-0.16
841,167,he/him/his,0,0,-0.156
842,6260,she/her,0,0,-0.128
843,797,she/her,1,1,0.0
844,6333,he/him/his,0,0,-0.172
845,2270,they/them/their,0,0,0.0
846,806,he/him/his,0,0,0.614
847,807,he/him/his,0,1,-0.172
848,2282,they/them/their,0,0,0.0
849,2294,she/her,0,0,0.648
850,6401,she/her,0,0,0.0
851,818,he/him/his,0,0,-0.018
852,822,he/him/his,0,1,0.0
853,6509,they/them/their,0,0,0.0
854,2450,he/him/his,-2,2,0.0
855,2463,she/her,0,0,-0.136
856,2509,he/him/his,0,0,0.056
857,6594,they/them/their,1,1,1.0939999999999999
858,6615,she/her,0,0,0.254
859,844,he/him/his,0,0,0.424
860,2545,he/him/his,-1,0,-0.45399999999999996
861,2550,they/them/their,0,0,0.254
862,2552,he/him/his,0,0,0.112
863,863,she/her,0,0,0.056
864,2598,they/them/their,0,0,0.22399999999999998
865,6700,he/him/his,0,-1,0.0
866,6704,he/him/his,0,0,0.0
867,2631,he/him/his,2,2,-0.552
868,2639,they/them/their,-1,0,0.784
869,883,he/him/his,0,0,-0.16
870,886,he/him/his,0,0,0.094
871,6880,they/them/their,1,0,0.174
872,6881,he/him/his,0,0,0.030000000000000027
873,910,they/them/their,0,0,0.0
874,6977,they/them/their,0,0,0.0
875,6981,he/him/his,0,0,-0.07800000000000001
876,6995,he/him/his,0,0,0.04199999999999998
877,2766,he/him/his,0,0,0.484
878,2815,she/her,-2,1,0.0
879,925,he/him/his,0,0,0.648
880,2854,they/them/their,1,1,0.0
881,2859,he/him/his,0,0,0.0
882,930,she/her,0,0,0.648
883,2873,she/her,1,1,0.222
884,7170,he/him/his,1,-1,0.0
885,2922,she/her,0,1,-0.9239999999999999
886,7218,she/her,0,0,0.0
887,941,he/him/his,0,0,0.45
888,942,he/him/his,0,0,0.31000000000000005
889,2972,he/him/his,0,0,0.166
890,7297,he/him/his,0,0,-0.436
891,2988,they/them/their,0,0,0.388
892,2996,they/them/their,0,1,0.04199999999999998
893,3007,they/them/their,0,0,0.092
894,7318,they/them/their,0,0,0.0
895,973,he/him/his,1,-1,0.0
896,3125,they/them/their,0,0,0.014000000000000012
897,7388,he/him/his,0,0,0.0
898,7432,he/him/his,0,0,-0.172
899,7455,he/him/his,1,2,-0.222
900,7459,he/him/his,1,1,0.0
901,7486,he/him/his,0,0,-0.498
902,7490,he/him/his,0,0,0.0
903,3198,they/them/their,0,0,0.0
904,7572,she/her,0,0,0.0
905,7587,she/her,0,0,0.0
906,7633,she/her,0,0,0.0
907,7634,she/her,0,0,0.056
908,1004,they/them/their,2,-1,0.0
909,3238,they/them/their,0,0,0.0
910,3275,they/them/their,-1,1,0.0
911,7676,she/her,0,0,-0.428
912,3414,she/her,0,0,0.0
913,3438,they/them/their,0,1,0.0
914,7787,he/him/his,0,0,0.0
915,3490,they/them/their,-1,0,0.716
916,3605,he/him/his,0,1,0.0
917,3642,he/him/his,0,0,0.434
918,3664,she/her,0,0,-0.578
919,1044,she/her,0,0,0.17
920,3758,he/him/his,0,0,0.648
921,3785,they/them/their,0,0,0.698
922,1065,she/her,0,0,0.764
923,7916,they/them/their,0,0,0.0
924,1088,he/him/his,0,0,0.352
925,8000,they/them/their,0,0,0.0
926,8001,they/them/their,0,1,0.0
927,3894,they/them/their,1,0,0.0
928,1137,he/him/his,0,0,0.0
929,3939,they/them/their,0,0,0.94
930,3988,he/him/his,1,-1,0.724
931,1161,he/him/his,1,1,0.5239999999999999
932,8147,she/her,0,0,-0.428
933,8183,she/her,0,0,0.45
934,1166,he/him/his,0,0,0.29
935,4036,he/him/his,0,0,-0.4
936,4042,they/them/their,0,0,0.784
937,4064,she/her,0,0,0.0
938,4094,he/him/his,1,1,0.346
939,1175,he/him/his,0,0,0.0
940,4108,they/them/their,0,0,-0.052
941,4109,she/her,0,0,-0.214
942,4116,they/them/their,0,0,0.0
943,4158,they/them/their,0,0,-0.186
944,4211,they/them/their,0,0,-0.368
945,4240,they/them/their,0,0,0.0
946,4337,they/them/their,0,0,0.0
947,1210,he/him/his,0,0,0.0
948,4426,they/them/their,0,0,0.0
949,1221,he/him/his,0,0,0.0
950,4431,they/them/their,0,0,0.108
951,4469,he/him/his,1,1,0.0
952,1226,she/her,2,2,0.0
953,8468,they/them/their,0,0,0.236
954,1243,he/him/his,0,0,0.608
955,1244,he/him/his,0,0,0.0
956,8501,they/them/their,0,0,-0.034
957,1254,he/him/his,0,0,0.482
958,4632,they/them/their,-1,1,-0.344
959,8557,they/them/their,-2,0,0.0
960,4635,she/her,0,0,-0.518
961,4721,she/her,0,0,0.0
962,1289,he/him/his,-1,0,0.87
963,4748,he/him/his,-1,-1,-0.056
964,4774,they/them/their,0,0,0.0
965,8697,they/them/their,0,0,0.0
966,8744,they/them/their,0,0,0.0
967,8816,she/her,0,0,0.8360000000000001
968,4837,she/her,3,3,0.0
969,461,he/him/his,0,1,0.736
970,1343,they/them/their,0,0,0.0
971,1366,he/him/his,1,1,0.0
972,1368,they/them/their,0,0,0.0
973,1374,he/him/his,0,0,0.074
974,1376,he/him/his,0,0,0.056
975,1383,they/them/their,0,0,0.0
976,1406,they/them/their,0,0,0.0
977,4876,they/them/their,0,0,-0.034
978,1420,they/them/their,0,0,0.096
979,4887,he/him/his,-2,0,0.0
980,22,she/her,0,0,0.0
981,473,he/him/his,0,0,0.296
982,4967,he/him/his,0,0,0.218
983,1455,they/them/their,0,0,0.0
984,1467,they/them/their,0,0,0.368
985,1475,they/them/their,0,0,0.0
986,485,they/them/their,0,0,0.0
987,5069,he/him/his,0,0,0.0
988,491,he/him/his,0,0,0.0
989,497,she/her,0,0,0.118
990,278,she/her,0,0,0.0
991,1514,she/her,0,0,-0.416
992,1516,they/them/their,-1,-1,0.0
993,503,he/him/his,0,0,0.0
994,1555,he/him/his,0,0,0.648
995,510,he/him/his,1,1,-0.034
996,5196,they/them/their,0,0,0.0
997,5223,she/her,0,0,0.232
998,5247,she/her,0,0,-0.416
999,537,he/him/his,0,0,0.0
1000,5277,he/him/his,0,0,0.0
1001,5321,they/them/their,0,0,-0.076
1002,542,he/him/his,0,0,0.0
1003,1638,they/them/their,0,0,-0.388
1004,548,she/her,0,0,0.0
1005,554,he/him/his,0,0,0.0
1006,5368,they/them/their,0,0,0.0
1007,5371,he/him/his,0,0,0.0
1008,1664,they/them/their,0,0,0.0
1009,5383,they/them/their,1,0,0.068
1010,557,they/them/their,0,0,0.0
1011,1667,she/her,0,0,0.0
1012,5401,she/her,0,0,0.384
1013,5416,they/them/their,0,0,0.588
1014,559,she/her,0,0,0.204
1015,5427,he/him/his,0,0,0.288
1016,5464,she/her,-2,0,0.0
1017,5469,they/them/their,0,0,0.0
1018,564,she/her,1,1,0.0
1019,566,he/him/his,0,0,0.0
1020,5494,he/him/his,0,0,-0.082
1021,5527,they/them/their,-1,1,0.698
1022,5534,they/them/their,0,0,0.0
1023,5544,she/her,0,0,0.288
1024,5559,they/them/their,0,0,0.0
1025,575,he/him/his,0,0,0.0
1026,579,he/him/his,0,0,0.0
1027,590,he/him/his,0,0,-0.33399999999999996
1028,5598,he/him/his,0,0,0.072
1029,5636,they/them/their,0,0,-0.054
1030,603,she/her,0,0,0.438
1031,5669,they/them/their,0,0,0.056
1032,1708,they/them/their,0,0,0.0
1033,1724,she/her,0,0,0.0
1034,5696,they/them/their,0,0,0.0
1035,1743,he/him/his,0,0,-0.328
1036,5711,he/him/his,0,0,-0.328
1037,618,he/him/his,0,0,0.0
1038,5745,they/them/their,0,0,0.0
1039,1783,they/them/their,0,0,0.0
1040,5746,she/her,0,0,-0.17
1041,5767,they/them/their,-1,1,0.0
1042,5782,they/them/their,0,1,0.0
1043,1854,she/her,0,1,0.0
1044,1879,they/them/their,0,1,0.0
1045,1886,they/them/their,-1,0,0.0
1046,121,he/him/his,0,0,0.0
1047,1907,they/them/their,0,1,0.0
1048,5808,he/him/his,0,0,0.0
1049,5814,he/him/his,0,0,0.0
1050,5839,he/him/his,0,0,0.05
1051,5847,they/them/their,1,0,0.0
1052,1939,they/them/their,2,3,0.0
1053,5864,they/them/their,1,0,0.0
1054,656,they/them/their,0,0,-0.23
1055,5885,she/her,0,0,-0.092
1056,5887,they/them/their,1,1,0.0
1057,5894,they/them/their,-1,0,-0.132
1058,1957,she/her,0,0,0.0
1059,5937,they/them/their,0,0,0.41
1060,1983,he/him/his,0,1,0.0
1061,679,he/him/his,0,0,0.0
1062,6003,he/him/his,0,0,0.426
1063,685,they/them/their,0,0,0.0
1064,1997,they/them/their,0,0,0.0
1065,6060,they/them/their,0,0,0.0
1066,705,he/him/his,0,0,0.0
1067,711,he/him/his,0,1,-0.21
1068,712,he/him/his,0,0,0.0
1069,6087,they/them/their,0,0,0.0
1070,715,he/him/his,1,0,0.0
1071,716,they/them/their,0,-1,0.0
1072,723,they/them/their,0,0,0.0
1073,727,he/him/his,0,0,0.0
1074,728,he/him/his,0,-1,0.0
1075,732,she/her,0,2,0.0
1076,6119,they/them/their,0,0,0.0
1077,733,he/him/his,0,0,0.0
1078,734,he/him/his,-1,0,0.0
1079,6129,they/them/their,0,-1,0.0
1080,743,he/him/his,0,0,0.0
1081,2060,he/him/his,-1,0,-0.27
1082,744,she/her,0,0,0.0
1083,747,he/him/his,0,0,0.0
1084,749,he/him/his,1,-1,0.0
1085,6144,she/her,0,0,0.0
1086,6146,they/them/their,0,0,0.424
1087,756,she/her,1,1,0.0
1088,2119,she/her,1,1,0.404
1089,6174,she/her,0,0,0.0
1090,6180,he/him/his,0,0,-0.176
1091,6198,he/him/his,1,0,0.0
1092,2187,she/her,0,0,0.0
1093,6211,they/them/their,0,0,0.0
1094,6231,she/her,0,0,-0.17
1095,2200,they/them/their,0,0,0.0
1096,6246,they/them/their,1,1,-0.062
1097,2226,she/her,0,0,0.666
1098,6269,he/him/his,0,0,0.204
1099,6271,they/them/their,0,0,0.018
1100,6281,they/them/their,0,0,0.0
1101,785,he/him/his,0,0,0.056
1102,787,he/him/his,0,0,0.0
1103,788,he/him/his,0,0,-0.034
1104,790,she/her,0,0,0.0
1105,793,she/her,0,0,0.0
1106,6335,they/them/their,0,1,0.0
1107,2249,they/them/their,0,1,0.5
1108,111,she/her,0,0,0.0
1109,2257,she/her,0,0,0.0
1110,2258,they/them/their,0,0,0.0
1111,2310,they/them/their,0,0,-0.154
1112,6376,they/them/their,0,0,0.0
1113,6380,they/them/their,0,1,-0.034
1114,6392,he/him/his,0,0,0.0
1115,11,he/him/his,0,0,0.0
1116,6403,they/them/their,0,0,0.0
1117,6416,they/them/their,0,0,0.0
1118,6468,they/them/their,0,0,-0.4
1119,2345,she/her,-1,0,0.056
1120,6477,he/him/his,0,0,-0.054
1121,2373,he/him/his,0,0,0.0
1122,2381,they/them/their,-1,1,0.018
1123,2406,she/her,0,0,0.458
1124,827,she/her,0,0,0.0
1125,6520,she/her,0,0,-0.132
1126,2416,she/her,0,0,0.0
1127,829,they/them/their,0,0,0.0
1128,830,they/them/their,0,0,0.0
1129,2432,they/them/their,0,0,0.738
1130,2470,she/her,0,0,0.0
1131,838,they/them/their,0,0,0.154
1132,839,they/them/their,0,0,0.388
1133,2511,he/him/his,0,0,0.0
1134,6562,he/him/his,0,0,-0.136
1135,6580,they/them/their,0,0,0.0
1136,6611,they/them/their,-1,0,0.0
1137,848,he/him/his,0,0,0.0
1138,216,she/her,0,0,-0.17
1139,6636,she/her,0,0,0.0
1140,850,he/him/his,0,0,0.0
1141,851,he/him/his,0,0,0.45
1142,6654,he/him/his,0,0,0.72
1143,6673,he/him/his,0,0,0.0
1144,6693,they/them/their,0,0,0.0
1145,2614,they/them/their,0,0,0.0
1146,6715,they/them/their,0,0,0.0
1147,6749,they/them/their,0,0,0.0
1148,2705,she/her,0,0,0.296
1149,6811,he/him/his,2,2,0.0
1150,6827,they/them/their,0,0,0.0
1151,2730,he/him/his,0,0,0.0
1152,881,she/her,0,0,0.0
1153,884,she/her,0,0,-0.582
1154,891,he/him/his,0,0,0.0
1155,6894,she/her,0,0,0.056
1156,892,she/her,0,0,0.0
1157,6923,they/them/their,0,0,0.0
1158,896,he/him/his,0,0,0.0
1159,900,he/him/his,0,0,0.0
1160,902,they/them/their,0,1,0.0
1161,903,he/him/his,0,0,0.092
1162,912,she/her,0,0,0.0
1163,6961,he/him/his,0,0,0.576
1164,2755,he/him/his,-2,0,0.0
1165,918,he/him/his,-1,0,0.0
1166,7035,he/him/his,0,0,0.056
1167,2782,they/them/their,0,0,-0.428
1168,2800,he/him/his,0,0,0.0
1169,7073,they/them/their,0,0,-0.674
1170,7081,they/them/their,0,0,0.0
1171,2826,she/her,0,0,0.0
1172,7112,he/him/his,0,0,0.166
1173,2850,they/them/their,0,0,0.268
1174,7116,he/him/his,1,1,0.0
1175,7129,he/him/his,0,0,-0.31
1176,2872,they/them/their,0,0,0.164
1177,7245,they/them/their,-1,-1,0.0
1178,944,he/him/his,0,0,0.0
1179,2948,he/him/his,0,0,1.6059999999999999
1180,945,he/him/his,0,0,0.0
1181,2954,she/her,0,0,0.0
1182,7273,she/her,0,0,0.0
1183,7281,they/them/their,0,1,0.0
1184,7299,he/him/his,0,0,0.016
1185,2995,he/him/his,-1,0,0.0
1186,960,he/him/his,0,0,0.0
1187,961,he/him/his,0,1,0.0
1188,2998,they/them/their,1,1,0.0
1189,967,they/them/their,0,0,0.0
1190,3058,she/her,0,0,-0.338
1191,972,she/her,0,0,0.0
1192,7344,they/them/their,0,0,-0.096
1193,3091,they/them/their,0,0,0.0
1194,3096,he/him/his,0,0,0.0
1195,976,he/him/his,0,0,0.0
1196,3101,she/her,0,0,0.0
1197,3121,she/her,0,0,0.288
1198,3148,she/her,0,0,0.208
1199,984,he/him/his,-1,0,0.0
1200,7408,they/them/their,0,0,-0.446
1201,7413,she/her,0,0,-0.38
1202,987,he/him/his,0,0,-0.128
1203,7443,they/them/their,0,0,0.0
1204,989,he/him/his,0,0,0.0
1205,7488,they/them/their,-1,1,0.0
1206,994,she/her,1,0,0.0
1207,3185,they/them/their,1,0,0.0
1208,7496,they/them/their,1,0,0.0
1209,7506,they/them/their,0,0,0.0
1210,7515,he/him/his,0,0,0.648
1211,7539,she/her,0,1,0.648
1212,7559,she/her,2,1,0.0
1213,7569,she/her,0,0,0.0
1214,7591,she/her,1,1,0.0
1215,1002,he/him/his,1,1,0.0
1216,3232,she/her,0,0,0.0
1217,7656,they/them/their,0,0,0.346
1218,1006,she/her,0,0,0.7040000000000001
1219,3305,they/them/their,0,0,-0.136
1220,7674,they/them/their,0,0,0.0
1221,7686,they/them/their,0,0,0.0
1222,7710,they/them/their,0,0,0.0
1223,7713,she/her,0,0,0.0
1224,3326,they/them/their,0,0,0.368
1225,7751,they/them/their,0,0,0.51
1226,3354,he/him/his,0,0,0.284
1227,1018,he/him/his,0,0,0.0
1228,3365,he/him/his,0,0,0.408
1229,1022,he/him/his,0,0,0.0
1230,3441,they/them/their,0,0,0.0
1231,7811,they/them/their,0,0,0.0
1232,3519,they/them/their,0,0,0.716
1233,1033,he/him/his,0,0,0.0
1234,7825,he/him/his,0,0,-0.314
1235,3623,she/her,-1,-1,0.31
1236,7844,they/them/their,0,0,0.0
1237,7854,they/them/their,0,1,0.346
1238,1039,she/her,0,0,-0.09
1239,1043,they/them/their,0,0,0.0
1240,3673,he/him/his,0,0,0.0
1241,3707,he/him/his,1,1,0.0
1242,1050,he/him/his,1,1,0.0
1243,3745,they/them/their,0,0,-0.034
1244,3747,they/them/their,0,0,0.45
1245,3752,they/them/their,0,0,0.0
1246,1057,he/him/his,0,0,0.0
1247,3771,they/them/their,0,0,0.0
1248,3780,they/them/their,0,0,0.0
1249,1070,he/him/his,0,0,0.0
1250,3792,he/him/his,0,0,0.116
1251,1073,they/them/their,0,0,0.0
1252,7920,they/them/their,0,0,0.0
1253,3794,they/them/their,1,1,0.0
1254,1082,they/them/their,0,-2,0.0
1255,3820,he/him/his,0,0,0.662
1256,1101,he/him/his,0,0,0.0
1257,3823,they/them/their,0,0,-0.368
1258,204,he/him/his,0,0,0.0
1259,3835,they/them/their,0,0,0.762
1260,308,he/him/his,0,0,0.0
1261,1117,he/him/his,0,0,0.0
1262,7969,they/them/their,0,0,0.0
1263,3844,they/them/their,0,0,0.0
1264,1130,they/them/their,0,0,0.0
1265,1132,he/him/his,0,0,0.0
1266,1135,he/him/his,-1,-1,0.0
1267,1136,he/him/his,0,0,0.0
1268,8055,he/him/his,1,1,0.0
1269,3907,he/him/his,1,1,0.0
1270,3923,she/her,0,0,0.056
1271,8062,they/them/their,0,0,0.698
1272,8073,she/her,0,0,0.0
1273,3945,they/them/their,-1,-1,0.0
1274,3947,they/them/their,0,0,0.174
1275,3951,they/them/their,0,0,0.698
1276,1146,he/him/his,0,0,0.0
1277,8103,she/her,1,1,0.056
1278,3987,he/him/his,0,1,0.326
1279,8120,he/him/his,0,0,-0.08
1280,8124,he/him/his,0,0,0.88
1281,8131,he/him/his,0,0,0.148
1282,1165,he/him/his,-1,-1,0.0
1283,8182,they/them/their,0,0,0.0
1284,4012,he/him/his,0,0,0.0
1285,1167,he/him/his,0,0,0.0
1286,4038,she/her,0,0,-0.432
1287,1170,he/him/his,0,0,0.0
1288,4083,they/them/their,0,0,0.0
1289,4099,he/him/his,1,0,0.0
1290,1174,he/him/his,0,0,0.0
1291,1183,he/him/his,0,0,0.056
1292,1186,he/him/his,0,0,0.0
1293,4181,they/them/their,0,0,-0.004
1294,4182,she/her,0,0,0.0
1295,4184,they/them/their,0,1,0.0
1296,4200,they/them/their,0,1,0.756
1297,8304,she/her,0,0,-0.672
1298,4219,they/them/their,0,0,-0.034
1299,4238,he/him/his,0,0,0.0
1300,4282,he/him/his,0,0,0.0
1301,4290,he/him/his,0,0,0.294
1302,1196,they/them/their,0,0,-0.16
1303,1197,they/them/their,0,0,0.0
1304,1199,they/them/their,0,0,0.0
1305,4319,he/him/his,0,0,0.368
1306,4321,he/him/his,0,0,0.17
1307,4322,they/them/their,0,0,0.0
1308,4329,they/them/their,0,0,0.0
1309,8385,they/them/their,0,0,0.0
1310,4333,they/them/their,0,0,0.72
1311,1205,he/him/his,0,-1,0.0
1312,4389,she/her,0,0,-0.314
1313,4392,they/them/their,0,0,0.0
1314,1213,they/them/their,0,0,0.0
1315,4400,they/them/their,0,0,0.738
1316,1217,he/him/his,0,0,0.056
1317,4430,he/him/his,0,0,0.055999999999999994
1318,4448,they/them/their,0,0,-0.328
1319,4455,they/them/their,0,0,-0.254
1320,1225,he/him/his,0,-1,0.0
1321,1228,he/him/his,0,0,0.0
1322,1229,they/them/their,0,0,0.0
1323,1234,he/him/his,0,0,0.0
1324,4503,he/him/his,-1,0,0.0
1325,4514,they/them/their,0,0,0.0
1326,4549,he/him/his,0,0,0.0
1327,4556,they/them/their,0,0,0.0
1328,1246,she/her,0,0,0.112
1329,8497,they/them/their,0,0,0.0
1330,1247,they/them/their,0,0,0.0
1331,1249,he/him/his,1,1,0.0
1332,4587,he/him/his,0,0,0.018
1333,1253,he/him/his,0,0,0.0
1334,8537,they/them/their,0,0,0.232
1335,4605,he/him/his,1,0,0.116
1336,1256,he/him/his,0,0,0.0
1337,4626,they/them/their,0,0,0.0
1338,8568,they/them/their,0,0,0.0
1339,407,he/him/his,0,0,-0.038
1340,4688,they/them/their,0,0,0.81
1341,4694,they/them/their,0,1,-0.326
1342,4700,he/him/his,0,0,0.0
1343,4709,they/them/their,1,1,0.0
1344,4710,they/them/their,1,1,0.0
1345,4718,they/them/their,0,1,0.0
1346,4727,she/her,2,2,0.0
1347,4749,they/them/their,1,1,0.0
1348,4769,he/him/his,0,0,0.0
1349,1275,they/them/their,0,0,0.0
1350,8788,he/him/his,0,0,0.116
1351,8798,he/him/his,0,0,-0.128
1352,8805,they/them/their,0,0,0.524
1353,8817,he/him/his,0,0,-0.056
